team,year,opponent,date,outcome,score,score_for,score_against,score_diff,total_points,win,margin_type,win_flag
occidental,2022,,,L,2-12,2.0,12.0,-10.0,14.0,False,blowout,0
occidental,2022,,,L,2-12,2.0,12.0,-10.0,14.0,False,blowout,0
occidental,2023,,,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
occidental,2023,,,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
occidental,2023,,,L,6-8,6.0,8.0,-2.0,14.0,False,close,0
occidental,2023,,,L,6-8,6.0,8.0,-2.0,14.0,False,close,0
occidental,2023,,,L,5-15,5.0,15.0,-10.0,20.0,False,blowout,0
occidental,2023,,,L,5-15,5.0,15.0,-10.0,20.0,False,blowout,0
occidental,2023,,,L,6-10,6.0,10.0,-4.0,16.0,False,moderate,0
occidental,2023,,,L,6-10,6.0,10.0,-4.0,16.0,False,moderate,0
occidental,2023,,,L,4-13,4.0,13.0,-9.0,17.0,False,blowout,0
occidental,2023,,,L,4-13,4.0,13.0,-9.0,17.0,False,blowout,0
occidental,2023,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2023,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2023,,,L,0-4,0.0,4.0,-4.0,4.0,False,moderate,0
occidental,2023,,,L,0-4,0.0,4.0,-4.0,4.0,False,moderate,0
occidental,2023,,,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
occidental,2023,,,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
occidental,2023,,,W,2-1,2.0,1.0,1.0,3.0,True,close,1
occidental,2023,,,W,2-1,2.0,1.0,1.0,3.0,True,close,1
occidental,2023,,,W,7-6,7.0,6.0,1.0,13.0,True,close,1
occidental,2023,,,W,7-6,7.0,6.0,1.0,13.0,True,close,1
occidental,2023,,,,,,,,,False,,0
occidental,2023,,,,,,,,,False,,0
occidental,2023,,,,,,,,,False,,0
occidental,2023,,,,,,,,,False,,0
occidental,2023,,,W,2-1,2.0,1.0,1.0,3.0,True,close,1
occidental,2023,,,W,2-1,2.0,1.0,1.0,3.0,True,close,1
occidental,2023,,,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
occidental,2023,,,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
occidental,2023,,,W,2-1,2.0,1.0,1.0,3.0,True,close,1
occidental,2023,,,W,2-1,2.0,1.0,1.0,3.0,True,close,1
occidental,2023,,,,,,,,,False,,0
occidental,2023,,,,,,,,,False,,0
occidental,2023,,,W,17-15,17.0,15.0,2.0,32.0,True,close,1
occidental,2023,,,W,17-15,17.0,15.0,2.0,32.0,True,close,1
occidental,2023,,,L,7-9,7.0,9.0,-2.0,16.0,False,close,0
occidental,2023,,,L,7-9,7.0,9.0,-2.0,16.0,False,close,0
occidental,2023,,,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
occidental,2023,,,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
occidental,2023,,,L,1-11,1.0,11.0,-10.0,12.0,False,blowout,0
occidental,2023,,,L,1-11,1.0,11.0,-10.0,12.0,False,blowout,0
occidental,2023,,,L,1-7,1.0,7.0,-6.0,8.0,False,blowout,0
occidental,2023,,,L,1-7,1.0,7.0,-6.0,8.0,False,blowout,0
occidental,2023,,,L,1-7,1.0,7.0,-6.0,8.0,False,blowout,0
occidental,2023,,,L,1-7,1.0,7.0,-6.0,8.0,False,blowout,0
occidental,2023,,,L,0-6,0.0,6.0,-6.0,6.0,False,blowout,0
occidental,2023,,,L,0-6,0.0,6.0,-6.0,6.0,False,blowout,0
occidental,2023,,,W,3-2,3.0,2.0,1.0,5.0,True,close,1
occidental,2023,,,W,3-2,3.0,2.0,1.0,5.0,True,close,1
occidental,2023,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2023,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2023,,,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
occidental,2023,,,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
occidental,2023,,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
occidental,2023,,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
occidental,2023,,,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
occidental,2023,,,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
occidental,2023,,,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
occidental,2023,,,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
occidental,2023,,,W,4-1,4.0,1.0,3.0,5.0,True,moderate,1
occidental,2023,,,W,4-1,4.0,1.0,3.0,5.0,True,moderate,1
occidental,2023,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2023,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2023,,,W,4-0,4.0,0.0,4.0,4.0,True,moderate,1
occidental,2023,,,W,4-0,4.0,0.0,4.0,4.0,True,moderate,1
occidental,2023,,,L,3-4,3.0,4.0,-1.0,7.0,False,close,0
occidental,2023,,,L,3-4,3.0,4.0,-1.0,7.0,False,close,0
occidental,2023,,,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
occidental,2023,,,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
occidental,2023,,,L,1-7,1.0,7.0,-6.0,8.0,False,blowout,0
occidental,2023,,,L,1-7,1.0,7.0,-6.0,8.0,False,blowout,0
occidental,2023,,,L,1-10,1.0,10.0,-9.0,11.0,False,blowout,0
occidental,2023,,,L,1-10,1.0,10.0,-9.0,11.0,False,blowout,0
occidental,2023,,,L,0-3,0.0,3.0,-3.0,3.0,False,moderate,0
occidental,2023,,,L,0-3,0.0,3.0,-3.0,3.0,False,moderate,0
occidental,2023,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2023,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2023,,,W,4-1,4.0,1.0,3.0,5.0,True,moderate,1
occidental,2023,,,W,4-1,4.0,1.0,3.0,5.0,True,moderate,1
occidental,2024,,,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
occidental,2024,,,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
occidental,2024,,,L,2-5,2.0,5.0,-3.0,7.0,False,moderate,0
occidental,2024,,,L,2-5,2.0,5.0,-3.0,7.0,False,moderate,0
occidental,2024,,,L,7-14,7.0,14.0,-7.0,21.0,False,blowout,0
occidental,2024,,,L,7-14,7.0,14.0,-7.0,21.0,False,blowout,0
occidental,2024,,,L,2-6,2.0,6.0,-4.0,8.0,False,moderate,0
occidental,2024,,,L,2-6,2.0,6.0,-4.0,8.0,False,moderate,0
occidental,2024,,,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
occidental,2024,,,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
occidental,2024,,,L,0-10,0.0,10.0,-10.0,10.0,False,blowout,0
occidental,2024,,,L,0-10,0.0,10.0,-10.0,10.0,False,blowout,0
occidental,2024,,,W,4-0,4.0,0.0,4.0,4.0,True,moderate,1
occidental,2024,,,W,4-0,4.0,0.0,4.0,4.0,True,moderate,1
occidental,2024,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2024,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2024,,,L,1-6,1.0,6.0,-5.0,7.0,False,blowout,0
occidental,2024,,,L,1-6,1.0,6.0,-5.0,7.0,False,blowout,0
occidental,2024,,,L,1-8,1.0,8.0,-7.0,9.0,False,blowout,0
occidental,2024,,,L,1-8,1.0,8.0,-7.0,9.0,False,blowout,0
occidental,2024,,,W,6-2,6.0,2.0,4.0,8.0,True,moderate,1
occidental,2024,,,W,6-2,6.0,2.0,4.0,8.0,True,moderate,1
occidental,2024,,,W,13-2,13.0,2.0,11.0,15.0,True,blowout,1
occidental,2024,,,W,13-2,13.0,2.0,11.0,15.0,True,blowout,1
occidental,2024,,,W,5-3,5.0,3.0,2.0,8.0,True,close,1
occidental,2024,,,W,5-3,5.0,3.0,2.0,8.0,True,close,1
occidental,2024,,,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
occidental,2024,,,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
occidental,2024,,,W,14-6,14.0,6.0,8.0,20.0,True,blowout,1
occidental,2024,,,W,14-6,14.0,6.0,8.0,20.0,True,blowout,1
occidental,2024,,,L,0-6,0.0,6.0,-6.0,6.0,False,blowout,0
occidental,2024,,,L,0-6,0.0,6.0,-6.0,6.0,False,blowout,0
occidental,2024,,,L,1-4,1.0,4.0,-3.0,5.0,False,moderate,0
occidental,2024,,,L,1-4,1.0,4.0,-3.0,5.0,False,moderate,0
occidental,2024,,,L,0-1,0.0,1.0,-1.0,1.0,False,close,0
occidental,2024,,,L,0-1,0.0,1.0,-1.0,1.0,False,close,0
occidental,2024,,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
occidental,2024,,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
occidental,2024,,,L,7-10,7.0,10.0,-3.0,17.0,False,moderate,0
occidental,2024,,,L,7-10,7.0,10.0,-3.0,17.0,False,moderate,0
occidental,2024,,,W,6-5,6.0,5.0,1.0,11.0,True,close,1
occidental,2024,,,W,6-5,6.0,5.0,1.0,11.0,True,close,1
occidental,2024,,,L,2-5,2.0,5.0,-3.0,7.0,False,moderate,0
occidental,2024,,,L,2-5,2.0,5.0,-3.0,7.0,False,moderate,0
occidental,2024,,,L,3-5,3.0,5.0,-2.0,8.0,False,close,0
occidental,2024,,,L,3-5,3.0,5.0,-2.0,8.0,False,close,0
occidental,2024,,,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
occidental,2024,,,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
occidental,2024,,,L,0-1,0.0,1.0,-1.0,1.0,False,close,0
occidental,2024,,,L,0-1,0.0,1.0,-1.0,1.0,False,close,0
occidental,2024,,,L,6-7,6.0,7.0,-1.0,13.0,False,close,0
occidental,2024,,,L,6-7,6.0,7.0,-1.0,13.0,False,close,0
occidental,2024,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2024,,,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
occidental,2024,,,L,1-9,1.0,9.0,-8.0,10.0,False,blowout,0
occidental,2024,,,L,1-9,1.0,9.0,-8.0,10.0,False,blowout,0
occidental,2024,,,L,5-7,5.0,7.0,-2.0,12.0,False,close,0
occidental,2024,,,L,5-7,5.0,7.0,-2.0,12.0,False,close,0
occidental,2024,,,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
occidental,2024,,,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
occidental,2024,,,L,0-7,0.0,7.0,-7.0,7.0,False,blowout,0
occidental,2024,,,L,0-7,0.0,7.0,-7.0,7.0,False,blowout,0
occidental,2024,,,L,2-5,2.0,5.0,-3.0,7.0,False,moderate,0
occidental,2024,,,L,2-5,2.0,5.0,-3.0,7.0,False,moderate,0
occidental,2024,,,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
occidental,2024,,,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
occidental,2024,,,W,1-0,1.0,0.0,1.0,1.0,True,close,1
occidental,2024,,,W,1-0,1.0,0.0,1.0,1.0,True,close,1
occidental,2024,,,L,1-8,1.0,8.0,-7.0,9.0,False,blowout,0
occidental,2024,,,L,1-8,1.0,8.0,-7.0,9.0,False,blowout,0
occidental,2024,,,L,3-9,3.0,9.0,-6.0,12.0,False,blowout,0
occidental,2024,,,L,3-9,3.0,9.0,-6.0,12.0,False,blowout,0
occidental,2025,,,W,12-3,12.0,3.0,9.0,15.0,True,blowout,1
occidental,2025,,,W,12-3,12.0,3.0,9.0,15.0,True,blowout,1
occidental,2025,,,,,,,,,False,,0
occidental,2025,,,,,,,,,False,,0
occidental,2025,,,L,0-15,0.0,15.0,-15.0,15.0,False,blowout,0
occidental,2025,,,L,0-15,0.0,15.0,-15.0,15.0,False,blowout,0
occidental,2025,,,L,4-12,4.0,12.0,-8.0,16.0,False,blowout,0
occidental,2025,,,L,4-12,4.0,12.0,-8.0,16.0,False,blowout,0
occidental,2025,,,W,3-2,3.0,2.0,1.0,5.0,True,close,1
occidental,2025,,,W,3-2,3.0,2.0,1.0,5.0,True,close,1
occidental,2025,,,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
occidental,2025,,,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
occidental,2025,,,W,4-3,4.0,3.0,1.0,7.0,True,close,1
occidental,2025,,,W,4-3,4.0,3.0,1.0,7.0,True,close,1
occidental,2025,,,L,5-13,5.0,13.0,-8.0,18.0,False,blowout,0
occidental,2025,,,L,5-13,5.0,13.0,-8.0,18.0,False,blowout,0
occidental,2025,,,L,1-9,1.0,9.0,-8.0,10.0,False,blowout,0
occidental,2025,,,L,1-9,1.0,9.0,-8.0,10.0,False,blowout,0
occidental,2025,,,L,5-13,5.0,13.0,-8.0,18.0,False,blowout,0
occidental,2025,,,L,5-13,5.0,13.0,-8.0,18.0,False,blowout,0
occidental,2025,,,L,1-8,1.0,8.0,-7.0,9.0,False,blowout,0
occidental,2025,,,L,1-8,1.0,8.0,-7.0,9.0,False,blowout,0
occidental,2025,,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
occidental,2025,,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
occidental,2025,,,W,3-2,3.0,2.0,1.0,5.0,True,close,1
occidental,2025,,,W,3-2,3.0,2.0,1.0,5.0,True,close,1
occidental,2025,,,L,7-18,7.0,18.0,-11.0,25.0,False,blowout,0
occidental,2025,,,L,7-18,7.0,18.0,-11.0,25.0,False,blowout,0
occidental,2025,,,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
occidental,2025,,,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
occidental,2025,,,L,7-10,7.0,10.0,-3.0,17.0,False,moderate,0
occidental,2025,,,L,7-10,7.0,10.0,-3.0,17.0,False,moderate,0
occidental,2025,,,W,2-1,2.0,1.0,1.0,3.0,True,close,1
occidental,2025,,,W,2-1,2.0,1.0,1.0,3.0,True,close,1
occidental,2025,,,L,4-6,4.0,6.0,-2.0,10.0,False,close,0
occidental,2025,,,L,4-6,4.0,6.0,-2.0,10.0,False,close,0
occidental,2025,,,L,4-12,4.0,12.0,-8.0,16.0,False,blowout,0
occidental,2025,,,L,4-12,4.0,12.0,-8.0,16.0,False,blowout,0
occidental,2025,,,L,1-15,1.0,15.0,-14.0,16.0,False,blowout,0
occidental,2025,,,L,1-15,1.0,15.0,-14.0,16.0,False,blowout,0
occidental,2025,,,,,,,,,False,,0
occidental,2025,,,,,,,,,False,,0
occidental,2025,,,,,,,,,False,,0
occidental,2025,,,,,,,,,False,,0
occidental,2025,,,L,4-7,4.0,7.0,-3.0,11.0,False,moderate,0
occidental,2025,,,L,4-7,4.0,7.0,-3.0,11.0,False,moderate,0
occidental,2025,,,L,1-9,1.0,9.0,-8.0,10.0,False,blowout,0
occidental,2025,,,L,1-9,1.0,9.0,-8.0,10.0,False,blowout,0
occidental,2025,,,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
occidental,2025,,,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
occidental,2025,,,L,1-10,1.0,10.0,-9.0,11.0,False,blowout,0
occidental,2025,,,L,1-10,1.0,10.0,-9.0,11.0,False,blowout,0
occidental,2025,,,L,1-8,1.0,8.0,-7.0,9.0,False,blowout,0
occidental,2025,,,L,1-8,1.0,8.0,-7.0,9.0,False,blowout,0
occidental,2025,,,L,1-6,1.0,6.0,-5.0,7.0,False,blowout,0
occidental,2025,,,L,1-6,1.0,6.0,-5.0,7.0,False,blowout,0
occidental,2025,,,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
occidental,2025,,,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
occidental,2025,,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
occidental,2025,,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
occidental,2025,,,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
occidental,2025,,,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
occidental,2025,,,W,6-5,6.0,5.0,1.0,11.0,True,close,1
occidental,2025,,,W,6-5,6.0,5.0,1.0,11.0,True,close,1
occidental,2025,,,W,4-3,4.0,3.0,1.0,7.0,True,close,1
occidental,2025,,,W,4-3,4.0,3.0,1.0,7.0,True,close,1
occidental,2025,,,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
occidental,2025,,,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
occidental,2025,,,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
occidental,2025,,,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
occidental,2025,,,W,4-2,4.0,2.0,2.0,6.0,True,close,1
occidental,2025,,,W,4-2,4.0,2.0,2.0,6.0,True,close,1
occidental,2025,,,W,6-4,6.0,4.0,2.0,10.0,True,close,1
occidental,2025,,,W,6-4,6.0,4.0,2.0,10.0,True,close,1
occidental,2025,,,L,4-17,4.0,17.0,-13.0,21.0,False,blowout,0
occidental,2025,,,L,4-17,4.0,17.0,-13.0,21.0,False,blowout,0
occidental,2025,,,L,8-9,8.0,9.0,-1.0,17.0,False,close,0
occidental,2025,,,L,8-9,8.0,9.0,-1.0,17.0,False,close,0
occidental,2025,,,L,3-5,3.0,5.0,-2.0,8.0,False,close,0
occidental,2025,,,L,3-5,3.0,5.0,-2.0,8.0,False,close,0
occidental,2025,,,L,5-13,5.0,13.0,-8.0,18.0,False,blowout,0
occidental,2025,,,L,5-13,5.0,13.0,-8.0,18.0,False,blowout,0
la-verne,2019,alumni,2019-01-26 10:00:00,,,,,,,False,,0
la-verne,2019,st katherine,2019-01-29 14:00:00,L,10-13,10.0,13.0,-3.0,23.0,False,moderate,0
la-verne,2019,st katherine,2019-01-29 16:00:00,W,5-3,5.0,3.0,2.0,8.0,True,close,1
la-verne,2019,whitworth,2019-02-09 12:00:00,W,3-2,3.0,2.0,1.0,5.0,True,close,1
la-verne,2019,whitworth,2019-02-09 14:00:00,W,1-0,1.0,0.0,1.0,1.0,True,close,1
la-verne,2019,california-lutheran,2019-02-16 12:00:00,W,11-4,11.0,4.0,7.0,15.0,True,blowout,1
la-verne,2019,california-lutheran,2019-02-16 14:00:00,W,6-4,6.0,4.0,2.0,10.0,True,close,1
la-verne,2019,san diego christian,2019-02-20 12:00:00,,,,,,,False,,0
la-verne,2019,san diego christian,2019-02-20 14:00:00,,,,,,,False,,0
la-verne,2019,redlands,2019-02-23 12:00:00,W,6-4,6.0,4.0,2.0,10.0,True,close,1
la-verne,2019,redlands,2019-02-23 14:00:00,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
la-verne,2019,claremont-mudd-scripps,2019-03-09 12:00:00,L,7-8,7.0,8.0,-1.0,15.0,False,close,0
la-verne,2019,claremont-mudd-scripps,2019-03-09 14:00:00,L,3-5,3.0,5.0,-2.0,8.0,False,close,0
la-verne,2019,no berry,2019-03-10 12:00:00,W,3-2,3.0,2.0,1.0,5.0,True,close,1
la-verne,2019,no berry,2019-03-10 14:00:00,L,5-9,5.0,9.0,-4.0,14.0,False,moderate,0
la-verne,2019,no ithaca,2019-03-13 12:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2019,no ithaca,2019-03-13 14:00:00,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
la-verne,2019,whittier,2019-03-16 12:00:00,L,5-13,5.0,13.0,-8.0,18.0,False,blowout,0
la-verne,2019,whittier,2019-03-16 14:00:00,W,8-7,8.0,7.0,1.0,15.0,True,close,1
la-verne,2019,occidental,2019-03-17 12:00:00,L,2-6,2.0,6.0,-4.0,8.0,False,moderate,0
la-verne,2019,occidental,2019-03-17 14:00:00,W,10-0,10.0,0.0,10.0,10.0,True,blowout,1
la-verne,2019,cortland,2019-03-19 12:00:00,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
la-verne,2019,cortland,2019-03-19 14:00:00,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
la-verne,2019,pomona-pitzer,2019-03-23 12:00:00,L,0-6,0.0,6.0,-6.0,6.0,False,blowout,0
la-verne,2019,pomona-pitzer,2019-03-23 14:00:00,W,8-1,8.0,1.0,7.0,9.0,True,blowout,1
la-verne,2019,no williams,2019-03-25 14:00:00,L,3-4,3.0,4.0,-1.0,7.0,False,close,0
la-verne,2019,no williams,2019-03-25 16:00:00,L,3-9,3.0,9.0,-6.0,12.0,False,blowout,0
la-verne,2019,chapman,2019-03-29 14:00:00,L,1-3,1.0,3.0,-2.0,4.0,False,close,0
la-verne,2019,chapman,2019-03-29 16:00:00,L,3-10,3.0,10.0,-7.0,13.0,False,blowout,0
la-verne,2019,california-lutheran,2019-03-30 12:00:00,W,3-2,3.0,2.0,1.0,5.0,True,close,1
la-verne,2019,california-lutheran,2019-03-30 14:00:00,W,13-0,13.0,0.0,13.0,13.0,True,blowout,1
la-verne,2019,redlands,2019-04-06 12:00:00,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
la-verne,2019,redlands,2019-04-06 14:00:00,W,5-4,5.0,4.0,1.0,9.0,True,close,1
la-verne,2019,occidental,2019-04-12 15:00:00,W,5-0,5.0,0.0,5.0,5.0,True,blowout,1
la-verne,2019,occidental,2019-04-12 17:00:00,W,15-3,15.0,3.0,12.0,18.0,True,blowout,1
la-verne,2019,claremont-mudd-scripps,2019-04-13 12:00:00,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
la-verne,2019,claremont-mudd-scripps,2019-04-13 14:00:00,L,5-7,5.0,7.0,-2.0,12.0,False,close,0
la-verne,2019,whittier,2019-04-20 12:00:00,L,4-8,4.0,8.0,-4.0,12.0,False,moderate,0
la-verne,2019,whittier,2019-04-20 14:00:00,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
la-verne,2019,chapman,2019-04-26 14:00:00,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
la-verne,2019,chapman,2019-04-26 16:00:00,W,6-4,6.0,4.0,2.0,10.0,True,close,1
la-verne,2019,pomona-pitzer,2019-04-27 12:00:00,L,0-1,0.0,1.0,-1.0,1.0,False,close,0
la-verne,2019,pomona-pitzer,2019-04-27 14:00:00,W,10-2,10.0,2.0,8.0,12.0,True,blowout,1
la-verne,2020,st katherine,2020-01-18 12:00:00,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
la-verne,2020,st katherine,2020-01-18 14:00:00,W,7-0,7.0,0.0,7.0,7.0,True,blowout,1
la-verne,2020,vanguard,2020-01-25 12:00:00,W,2-0,2.0,0.0,2.0,2.0,True,close,1
la-verne,2020,vanguard,2020-01-25 14:00:00,W,2-1,2.0,1.0,1.0,3.0,True,close,1
la-verne,2020,alumni,2020-02-08 11:00:00,,,,,,,False,,0
la-verne,2020,pacific lutheran,2020-02-15 12:00:00,W,4-2,4.0,2.0,2.0,6.0,True,close,1
la-verne,2020,pacific lutheran,2020-02-15 14:00:00,W,5-4,5.0,4.0,1.0,9.0,True,close,1
la-verne,2020,no linfield,2020-02-23 12:00:00,L,3-6,3.0,6.0,-3.0,9.0,False,moderate,0
la-verne,2020,no linfield,2020-02-23 14:00:00,L,2-6,2.0,6.0,-4.0,8.0,False,moderate,0
la-verne,2020,redlands,2020-02-28 15:00:00,W,4-3,4.0,3.0,1.0,7.0,True,close,1
la-verne,2020,redlands,2020-02-29 12:00:00,L,2-8,2.0,8.0,-6.0,10.0,False,blowout,0
la-verne,2020,redlands,,W,3-2,3.0,2.0,1.0,5.0,True,close,1
la-verne,2020,california-lutheran,2020-03-06 14:00:00,L,1-4,1.0,4.0,-3.0,5.0,False,moderate,0
la-verne,2020,california-lutheran,2020-03-07 12:00:00,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
la-verne,2020,california-lutheran,2020-03-07 14:00:00,W,11-3,11.0,3.0,8.0,14.0,True,blowout,1
la-verne,2020,wpi,2020-03-09 12:00:00,W,5-4,5.0,4.0,1.0,9.0,True,close,1
la-verne,2020,wpi,2020-03-09 14:00:00,L,2-12,2.0,12.0,-10.0,14.0,False,blowout,0
la-verne,2020,rochester,2020-03-13 16:00:00,,,,,,,False,,0
la-verne,2020,rochester,2020-03-13 18:00:00,,,,,,,False,,0
la-verne,2020,dallas,2020-03-16 12:00:00,,,,,,,False,,0
la-verne,2020,dallas,2020-03-16 14:00:00,,,,,,,False,,0
la-verne,2020,stevenson,,,,,,,,False,,0
la-verne,2020,buena vista,,,,,,,,False,,0
la-verne,2020,grinnell,2020-03-18 10:00:00,,,,,,,False,,0
la-verne,2020,lewis clark,2020-03-23 16:00:00,,,,,,,False,,0
la-verne,2020,lewis clark,2020-03-23 18:00:00,,,,,,,False,,0
la-verne,2020,pomona-pitzer,2020-03-27 15:00:00,,,,,,,False,,0
la-verne,2020,pomona-pitzer,2020-03-28 12:00:00,,,,,,,False,,0
la-verne,2020,pomona-pitzer,2020-03-28 14:00:00,,,,,,,False,,0
la-verne,2020,chapman,2020-04-03 15:00:00,,,,,,,False,,0
la-verne,2020,chapman,2020-04-04 12:00:00,,,,,,,False,,0
la-verne,2020,chapman,2020-04-04 14:00:00,,,,,,,False,,0
la-verne,2020,claremont-mudd-scripps,2020-04-10 14:00:00,,,,,,,False,,0
la-verne,2020,claremont-mudd-scripps,2020-04-11 12:00:00,,,,,,,False,,0
la-verne,2020,claremont-mudd-scripps,2020-04-11 14:00:00,,,,,,,False,,0
la-verne,2020,occidental,2020-04-17 16:00:00,,,,,,,False,,0
la-verne,2020,occidental,2020-04-18 12:00:00,,,,,,,False,,0
la-verne,2020,occidental,2020-04-18 14:00:00,,,,,,,False,,0
la-verne,2020,whittier,2020-04-24 14:00:00,,,,,,,False,,0
la-verne,2020,whittier,2020-04-25 12:00:00,,,,,,,False,,0
la-verne,2020,whittier,2020-04-25 14:00:00,,,,,,,False,,0
la-verne,2020,tba,,,,,,,,False,,0
la-verne,2020,tba,,,,,,,,False,,0
la-verne,2020,tba,,,,,,,,False,,0
la-verne,2021,chapman,2021-05-01 14:00:00,W,8-2,8.0,2.0,6.0,10.0,True,blowout,1
la-verne,2021,chapman,2021-05-01 16:00:00,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
la-verne,2021,chapman,2021-05-02 14:00:00,L,4-11,4.0,11.0,-7.0,15.0,False,blowout,0
la-verne,2021,redlands,2021-05-05 16:00:00,,,,,,,False,,0
la-verne,2021,redlands,2021-05-05 18:00:00,,,,,,,False,,0
la-verne,2021,california-lutheran,2021-05-07 14:00:00,W,14-1,14.0,1.0,13.0,15.0,True,blowout,1
la-verne,2021,california-lutheran,2021-05-09 12:00:00,W,14-7,14.0,7.0,7.0,21.0,True,blowout,1
la-verne,2021,california-lutheran,2021-05-09 14:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2021,chapman,2021-05-14 14:00:00,L,2-7,2.0,7.0,-5.0,9.0,False,blowout,0
la-verne,2021,california-lutheran,2021-05-15 10:00:00,L,7-8,7.0,8.0,-1.0,15.0,False,close,0
la-verne,2022,alumni,,,,,,,,False,,0
la-verne,2022,hope intl,2022-02-09 17:00:00,W,3-1,3.0,1.0,2.0,4.0,True,close,1
la-verne,2022,pacific,2022-02-11 16:00:00,W,10-9,10.0,9.0,1.0,19.0,True,close,1
la-verne,2022,pacific,,W,7-2,7.0,2.0,5.0,9.0,True,blowout,1
la-verne,2022,brandeis,2022-02-23 16:00:00,W,3-0,3.0,0.0,3.0,3.0,True,moderate,1
la-verne,2022,brandeis,2022-02-23 18:00:00,L,3-5,3.0,5.0,-2.0,8.0,False,close,0
