team,year,opponent,date,outcome,score,score_for,score_against,score_diff,total_points,win,margin_type,win_flag
la-verne,2022,pomona-pitzer,2022-02-25 14:00:00,W,8-4,8.0,4.0,4.0,12.0,True,moderate,1
la-verne,2022,pomona-pitzer,2022-02-26 12:00:00,L,4-9,4.0,9.0,-5.0,13.0,False,blowout,0
la-verne,2022,pomona-pitzer,,W,10-5,10.0,5.0,5.0,15.0,True,blowout,1
la-verne,2022,bridgewater,2022-03-02 16:00:00,W,12-6,12.0,6.0,6.0,18.0,True,blowout,1
la-verne,2022,bridgewater,2022-03-02 18:00:00,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
la-verne,2022,wpi,2022-03-08 15:00:00,W,4-1,4.0,1.0,3.0,5.0,True,moderate,1
la-verne,2022,wpi,2022-03-08 17:00:00,W,14-7,14.0,7.0,7.0,21.0,True,blowout,1
la-verne,2022,rochester,2022-03-10 15:00:00,L,3-4,3.0,4.0,-1.0,7.0,False,close,0
la-verne,2022,rochester,2022-03-10 17:00:00,W,4-3,4.0,3.0,1.0,7.0,True,close,1
la-verne,2022,carnegie mellon,2022-03-11 16:00:00,L,1-7,1.0,7.0,-6.0,8.0,False,blowout,0
la-verne,2022,carnegie mellon,,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
la-verne,2022,texas-dallas,2022-03-14 16:00:00,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
la-verne,2022,texas-dallas,2022-03-14 18:00:00,W,4-3,4.0,3.0,1.0,7.0,True,close,1
la-verne,2022,whittier,2022-03-18 15:00:00,W,7-6,7.0,6.0,1.0,13.0,True,close,1
la-verne,2022,whittier,2022-03-19 12:00:00,W,4-3,4.0,3.0,1.0,7.0,True,close,1
la-verne,2022,whittier,2022-03-19 14:00:00,L,2-6,2.0,6.0,-4.0,8.0,False,moderate,0
la-verne,2022,george fox,2022-03-25 13:00:00,W,4-3,4.0,3.0,1.0,7.0,True,close,1
la-verne,2022,george fox,2022-03-25 15:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2022,linfield,2022-03-26 13:00:00,W,1-0,1.0,0.0,1.0,1.0,True,close,1
la-verne,2022,linfield,2022-03-26 15:00:00,W,6-5,6.0,5.0,1.0,11.0,True,close,1
la-verne,2022,claremont-mudd-scripps,2022-04-01 15:00:00,W,4-0,4.0,0.0,4.0,4.0,True,moderate,1
la-verne,2022,claremont-mudd-scripps,2022-04-02 12:00:00,W,5-4,5.0,4.0,1.0,9.0,True,close,1
la-verne,2022,claremont-mudd-scripps,,L,3-5,3.0,5.0,-2.0,8.0,False,close,0
la-verne,2022,occidental,,W,10-2,10.0,2.0,8.0,12.0,True,blowout,1
la-verne,2022,occidental,2022-04-09 12:00:00,W,11-4,11.0,4.0,7.0,15.0,True,blowout,1
la-verne,2022,occidental,2022-04-09 14:00:00,W,11-1,11.0,1.0,10.0,12.0,True,blowout,1
la-verne,2022,redlands,2022-04-15 15:00:00,L,0-10,0.0,10.0,-10.0,10.0,False,blowout,0
la-verne,2022,redlands,2022-04-16 12:00:00,L,1-6,1.0,6.0,-5.0,7.0,False,blowout,0
la-verne,2022,redlands,2022-04-16 14:00:00,L,4-5,4.0,5.0,-1.0,9.0,False,close,0
la-verne,2022,california-lutheran,2022-04-22 15:00:00,W,6-5,6.0,5.0,1.0,11.0,True,close,1
la-verne,2022,california-lutheran,2022-04-23 12:00:00,W,1-0,1.0,0.0,1.0,1.0,True,close,1
la-verne,2022,california-lutheran,2022-04-23 14:00:00,W,8-2,8.0,2.0,6.0,10.0,True,blowout,1
la-verne,2022,chapman,2022-04-29 15:00:00,L,2-5,2.0,5.0,-3.0,7.0,False,moderate,0
la-verne,2022,chapman,2022-04-30 12:00:00,W,6-3,6.0,3.0,3.0,9.0,True,moderate,1
la-verne,2022,chapman,2022-04-30 14:00:00,L,1-4,1.0,4.0,-3.0,5.0,False,moderate,0
la-verne,2022,chapman,2022-05-06 16:00:00,L,7-8,7.0,8.0,-1.0,15.0,False,close,0
la-verne,2022,redlands,2022-05-07 11:00:00,L,5-8,5.0,8.0,-3.0,13.0,False,moderate,0
la-verne,2023,alumni,2023-01-28 10:00:00,,,,,,,False,,0
la-verne,2023,george fox,2023-02-10 14:00:00,L,1-6,1.0,6.0,-5.0,7.0,False,blowout,0
la-verne,2023,george fox,2023-02-10 16:00:00,W,10-7,10.0,7.0,3.0,17.0,True,moderate,1
la-verne,2023,pacific lutheran,2023-02-11 11:00:00,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
la-verne,2023,puget sound,2023-02-17 15:00:00,W,11-3,11.0,3.0,8.0,14.0,True,blowout,1
la-verne,2023,puget sound,2023-02-17 17:00:00,W,8-7,8.0,7.0,1.0,15.0,True,close,1
la-verne,2023,whitworth,2023-02-19 11:00:00,W,2-1,2.0,1.0,1.0,3.0,True,close,1
la-verne,2023,whitworth,2023-02-19 13:00:00,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
la-verne,2023,redlands,2023-03-02 15:00:00,W,9-5,9.0,5.0,4.0,14.0,True,moderate,1
la-verne,2023,redlands,2023-03-02 17:00:00,L,4-5,4.0,5.0,-1.0,9.0,False,close,0
la-verne,2023,baldwin wallace,2023-03-03 15:00:00,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
la-verne,2023,baldwin wallace,2023-03-03 17:00:00,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
la-verne,2023,buena vista,2023-03-07 15:00:00,W,14-3,14.0,3.0,11.0,17.0,True,blowout,1
la-verne,2023,buena vista,,W,7-3,7.0,3.0,4.0,10.0,True,moderate,1
la-verne,2023,manhattanville,2023-03-08 15:00:00,L,0-2,0.0,2.0,-2.0,2.0,False,close,0
la-verne,2023,manhattanville,2023-03-08 17:00:00,W,3-1,3.0,1.0,2.0,4.0,True,close,1
la-verne,2023,wpi,2023-03-09 15:00:00,W,6-4,6.0,4.0,2.0,10.0,True,close,1
la-verne,2023,wpi,2023-03-09 17:00:00,W,9-5,9.0,5.0,4.0,14.0,True,moderate,1
la-verne,2023,pomona-pitzer,2023-03-17 15:00:00,W,5-2,5.0,2.0,3.0,7.0,True,moderate,1
la-verne,2023,pomona-pitzer,2023-03-18 12:00:00,L,3-14,3.0,14.0,-11.0,17.0,False,blowout,0
la-verne,2023,pomona-pitzer,2023-03-18 14:00:00,L,1-7,1.0,7.0,-6.0,8.0,False,blowout,0
la-verne,2023,williams,2023-03-25 14:00:00,W,1-0,1.0,0.0,1.0,1.0,True,close,1
la-verne,2023,williams,2023-03-25 16:00:00,W,4-0,4.0,0.0,4.0,4.0,True,moderate,1
la-verne,2023,whittier,2023-03-31 15:00:00,L,0-5,0.0,5.0,-5.0,5.0,False,blowout,0
la-verne,2023,whittier,2023-04-01 12:00:00,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
la-verne,2023,whittier,2023-04-01 14:00:00,L,2-7,2.0,7.0,-5.0,9.0,False,blowout,0
la-verne,2023,claremont-mudd-scripps,2023-04-07 15:00:00,W,8-3,8.0,3.0,5.0,11.0,True,blowout,1
la-verne,2023,claremont-mudd-scripps,2023-04-08 12:00:00,W,8-5,8.0,5.0,3.0,13.0,True,moderate,1
la-verne,2023,claremont-mudd-scripps,2023-04-08 14:00:00,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
la-verne,2023,redlands,2023-04-11 15:00:00,L,1-4,1.0,4.0,-3.0,5.0,False,moderate,0
la-verne,2023,occidental,2023-04-14 15:00:00,W,2-1,2.0,1.0,1.0,3.0,True,close,1
la-verne,2023,occidental,2023-04-15 12:00:00,W,2-0,2.0,0.0,2.0,2.0,True,close,1
la-verne,2023,occidental,2023-04-15 14:00:00,L,1-4,1.0,4.0,-3.0,5.0,False,moderate,0
la-verne,2023,california-lutheran,2023-04-28 15:00:00,W,3-2,3.0,2.0,1.0,5.0,True,close,1
la-verne,2023,california-lutheran,2023-04-29 12:00:00,L,2-4,2.0,4.0,-2.0,6.0,False,close,0
la-verne,2023,california-lutheran,2023-04-29 14:00:00,L,3-8,3.0,8.0,-5.0,11.0,False,blowout,0
la-verne,2023,chapman,2023-05-05 19:00:00,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
la-verne,2023,chapman,2023-05-06 12:00:00,W,6-0,6.0,0.0,6.0,6.0,True,blowout,1
la-verne,2023,chapman,,W,4-3,4.0,3.0,1.0,7.0,True,close,1
la-verne,2024,fullerton,2024-01-26 11:00:00,,,,,,,False,,0
la-verne,2024,alumni,2024-01-27 11:00:00,,,,,,,False,,0
la-verne,2024,whitworth,2024-02-18 10:00:00,L,0-7,0.0,7.0,-7.0,7.0,False,blowout,0
la-verne,2024,whitworth,2024-02-18 12:00:00,W,7-5,7.0,5.0,2.0,12.0,True,close,1
la-verne,2024,brandeis,2024-02-22 15:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2024,brandeis,2024-02-22 17:00:00,W,4-3,4.0,3.0,1.0,7.0,True,close,1
la-verne,2024,pacific lutheran,2024-02-24 12:00:00,L,4-10,4.0,10.0,-6.0,14.0,False,blowout,0
la-verne,2024,pacific lutheran,2024-02-24 14:00:00,L,4-5,4.0,5.0,-1.0,9.0,False,close,0
la-verne,2024,york,2024-02-29 15:00:00,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
la-verne,2024,york,2024-02-29 17:00:00,L,1-9,1.0,9.0,-8.0,10.0,False,blowout,0
la-verne,2024,john carroll,2024-03-05 15:00:00,W,9-1,9.0,1.0,8.0,10.0,True,blowout,1
la-verne,2024,john carroll,2024-03-05 17:00:00,L,7-11,7.0,11.0,-4.0,18.0,False,moderate,0
la-verne,2024,carnegie mellon,2024-03-07 15:00:00,,,,,,,False,,0
la-verne,2024,carnegie mellon,2024-03-07 17:00:00,,,,,,,False,,0
la-verne,2024,baldwin wallace,2024-03-09 11:00:00,W,6-1,6.0,1.0,5.0,7.0,True,blowout,1
la-verne,2024,chapman,2024-03-09 15:00:00,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
la-verne,2024,redlands,2024-03-15 15:00:00,L,1-9,1.0,9.0,-8.0,10.0,False,blowout,0
la-verne,2024,redlands,2024-03-16 12:00:00,W,5-3,5.0,3.0,2.0,8.0,True,close,1
la-verne,2024,redlands,2024-03-16 14:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2024,williams,2024-03-20 15:00:00,W,6-3,6.0,3.0,3.0,9.0,True,moderate,1
la-verne,2024,williams,2024-03-20 17:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2024,claremont-mudd-scripps,2024-03-22 15:00:00,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
la-verne,2024,claremont-mudd-scripps,2024-03-24 12:00:00,L,3-4,3.0,4.0,-1.0,7.0,False,close,0
la-verne,2024,oberlin,2024-03-27 15:00:00,L,2-3,2.0,3.0,-1.0,5.0,False,close,0
la-verne,2024,oberlin,2024-03-27 17:00:00,W,11-0,11.0,0.0,11.0,11.0,True,blowout,1
la-verne,2024,california-lutheran,2024-03-29 12:00:00,L,0-5,0.0,5.0,-5.0,5.0,False,blowout,0
la-verne,2024,california-lutheran,2024-03-29 14:00:00,W,10-1,10.0,1.0,9.0,11.0,True,blowout,1
la-verne,2024,claremont-mudd-scripps,2024-04-04 16:00:00,L,4-5,4.0,5.0,-1.0,9.0,False,close,0
la-verne,2024,occidental,2024-04-05 15:00:00,W,10-7,10.0,7.0,3.0,17.0,True,moderate,1
la-verne,2024,occidental,2024-04-06 12:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2024,occidental,2024-04-06 14:00:00,W,5-2,5.0,2.0,3.0,7.0,True,moderate,1
la-verne,2024,california-lutheran,2024-04-09 16:00:00,L,1-4,1.0,4.0,-3.0,5.0,False,moderate,0
la-verne,2024,pomona-pitzer,2024-04-12 15:00:00,L,1-11,1.0,11.0,-10.0,12.0,False,blowout,0
la-verne,2024,pomona-pitzer,2024-04-16 17:00:00,W,4-2,4.0,2.0,2.0,6.0,True,close,1
la-verne,2024,pomona-pitzer,2024-04-16 19:00:00,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
la-verne,2024,chapman,2024-04-19 15:00:00,L,2-6,2.0,6.0,-4.0,8.0,False,moderate,0
la-verne,2024,chapman,2024-04-20 12:00:00,W,2-1,2.0,1.0,1.0,3.0,True,close,1
la-verne,2024,chapman,2024-04-20 14:00:00,L,6-7,6.0,7.0,-1.0,13.0,False,close,0
la-verne,2024,whittier,2024-05-03 17:00:00,W,6-5,6.0,5.0,1.0,11.0,True,close,1
la-verne,2024,whittier,2024-05-04 12:00:00,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
la-verne,2024,whittier,2024-05-04 14:00:00,L,2-6,2.0,6.0,-4.0,8.0,False,moderate,0
la-verne,2025,brandeis,2025-02-17 12:00:00,W,7-5,7.0,5.0,2.0,12.0,True,close,1
la-verne,2025,brandeis,2025-02-17 14:00:00,W,9-1,9.0,1.0,8.0,10.0,True,blowout,1
la-verne,2025,george fox,2025-03-01 12:00:00,L,4-9,4.0,9.0,-5.0,13.0,False,blowout,0
la-verne,2025,george fox,2025-03-01 14:00:00,L,4-7,4.0,7.0,-3.0,11.0,False,moderate,0
la-verne,2025,of pittsburgh at bradford,2025-03-04 15:00:00,W,9-0,9.0,0.0,9.0,9.0,True,blowout,1
la-verne,2025,of pittsburgh at bradford,2025-03-04 17:00:00,W,9-1,9.0,1.0,8.0,10.0,True,blowout,1
la-verne,2025,bethel,2025-03-08 15:00:00,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
la-verne,2025,bethel,2025-03-08 17:00:00,W,10-1,10.0,1.0,9.0,11.0,True,blowout,1
la-verne,2025,washington in st louis,2025-03-15 14:00:00,L,9-12,9.0,12.0,-3.0,21.0,False,moderate,0
la-verne,2025,washington in st louis,2025-03-15 16:00:00,W,7-1,7.0,1.0,6.0,8.0,True,blowout,1
la-verne,2025,california-lutheran,2025-03-16 11:00:00,W,4-0,4.0,0.0,4.0,4.0,True,moderate,1
la-verne,2025,california-lutheran,,L,5-12,5.0,12.0,-7.0,17.0,False,blowout,0
la-verne,2025,claremont-mudd-scripps,2025-03-21 15:00:00,W,2-1,2.0,1.0,1.0,3.0,True,close,1
la-verne,2025,claremont-mudd-scripps,2025-03-22 12:00:00,W,3-1,3.0,1.0,2.0,4.0,True,close,1
la-verne,2025,claremont-mudd-scripps,2025-03-22 14:00:00,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
la-verne,2025,whitworth,2025-03-24 15:00:00,W,6-1,6.0,1.0,5.0,7.0,True,blowout,1
la-verne,2025,whitworth,2025-03-24 17:00:00,W,8-0,8.0,0.0,8.0,8.0,True,blowout,1
la-verne,2025,st olaf,2025-03-26 15:00:00,L,3-9,3.0,9.0,-6.0,12.0,False,blowout,0
la-verne,2025,st olaf,2025-03-26 17:00:00,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
la-verne,2025,linfield,,L,7-13,7.0,13.0,-6.0,20.0,False,blowout,0
la-verne,2025,linfield,,L,3-12,3.0,12.0,-9.0,15.0,False,blowout,0
la-verne,2025,williams,2025-03-31 13:00:00,L,1-2,1.0,2.0,-1.0,3.0,False,close,0
la-verne,2025,williams,2025-03-31 15:00:00,W,3-1,3.0,1.0,2.0,4.0,True,close,1
la-verne,2025,occidental,2025-04-04 15:00:00,W,3-2,3.0,2.0,1.0,5.0,True,close,1
la-verne,2025,occidental,2025-04-05 12:00:00,W,5-1,5.0,1.0,4.0,6.0,True,moderate,1
la-verne,2025,occidental,2025-04-05 14:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2025,pomona-pitzer,2025-04-11 15:00:00,L,1-5,1.0,5.0,-4.0,6.0,False,moderate,0
la-verne,2025,pomona-pitzer,2025-04-12 12:00:00,W,9-5,9.0,5.0,4.0,14.0,True,moderate,1
la-verne,2025,pomona-pitzer,2025-04-12 14:00:00,L,0-3,0.0,3.0,-3.0,3.0,False,moderate,0
la-verne,2025,california-lutheran,,L,2-6,2.0,6.0,-4.0,8.0,False,moderate,0
la-verne,2025,chapman,2025-04-18 15:00:00,L,0-7,0.0,7.0,-7.0,7.0,False,blowout,0
la-verne,2025,chapman,2025-04-19 12:00:00,L,2-7,2.0,7.0,-5.0,9.0,False,blowout,0
la-verne,2025,chapman,2025-04-19 15:00:00,L,5-6,5.0,6.0,-1.0,11.0,False,close,0
la-verne,2025,redlands,2025-04-24 15:00:00,L,3-4,3.0,4.0,-1.0,7.0,False,close,0
la-verne,2025,redlands,2025-04-26 12:00:00,L,3-11,3.0,11.0,-8.0,14.0,False,blowout,0
la-verne,2025,redlands,2025-04-26 14:00:00,L,1-6,1.0,6.0,-5.0,7.0,False,blowout,0
la-verne,2025,whittier,2025-05-02 15:00:00,W,3-0,3.0,0.0,3.0,3.0,True,moderate,1
la-verne,2025,whittier,2025-05-03 12:00:00,L,0-8,0.0,8.0,-8.0,8.0,False,blowout,0
la-verne,2025,whittier,2025-05-03 14:00:00,L,6-7,6.0,7.0,-1.0,13.0,False,close,0
